data,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
2020-10-10,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,17,2.7,1.0,-13.0144,-41.3461,2.4,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9349,-41.3649,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.95,-41.34,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9234,-41.3532,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9266,-41.3365,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,15,0.0,1.0,-12.946,-41.3321,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.95,-41.34,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,14,0.0,1.0,-12.9499,-41.3316,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9353,-41.303999999999995,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9322,-41.3067,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9427,-41.3491,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,METOP-C,Brasil,BAHIA,MUCUGE,Caatinga,15,0.0,1.0,-12.9342,-41.428999999999995,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9389,-41.3264,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9416,-41.317,2.8,PARNA DA CHAPADA DA DIAMANTINA
2020-07-05,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,40,0.0,1.0,-12.6809,-41.5092,5.6,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9252,-41.3273,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,TERRA_M-M,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.96,-41.31100000000001,42.1,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9592,-41.306000000000004,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9411,-41.3038,89.4,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,16,0.0,1.0,-12.9577,-41.3083,,PARNA DA CHAPADA DA DIAMANTINA
2020-05-31,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,0.9,-12.7072,-41.4787,9.3,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9433,-41.3137,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,16,3.0,1.0,-13.024000000000001,-41.356,41.0,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.93,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9433,-41.316,2.0,PARNA DA CHAPADA DA DIAMANTINA
2020-05-31,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,0.9,-12.7078,-41.4824,9.3,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,AQUA_M-M,Brasil,BAHIA,ANDARAI,Caatinga,17,1.3,1.0,-12.960999999999999,-41.312,4.3,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,14,0.0,1.0,-12.955,-41.325,52.0,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,16,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,17,1.3,0.9,-12.9401,-41.3174,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-18D,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9421,-41.3211,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.93,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,AQUA_M-T,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.944,-41.309,101.2,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9349,-41.3251,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,16,0.0,1.0,-12.9311,-41.3374,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,17,1.2,1.0,-12.9407,-41.3146,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,AQUA_M-M,Brasil,BAHIA,ANDARAI,Caatinga,17,1.1,1.0,-12.942,-41.309,5.5,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,TERRA_M-T,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.958,-41.303000000000004,30.9,PARNA DA CHAPADA DA DIAMANTINA
2020-11-15,NOAA-18D,Brasil,BAHIA,ANDARAI,Caatinga,7,1.5,0.1,-13.077,-41.1845,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9253,-41.367,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9388,-41.3926,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.95,-41.34,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,TERRA_M-M,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.308,54.3,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9465,-41.3767,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-07-06,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,41,0.0,1.0,-12.6701,-41.5182,1.6,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.98,-41.39,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9475,-41.3167,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9446,-41.3229,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9272,-41.3808,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,17,1.3,0.9,-12.9407,-41.3179,3.4,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-18D,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9323,-41.3233,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,METOP-B,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-13.0095,-41.3462,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.958,-41.3043,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.9552,-41.31399999999999,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,AQUA_M-T,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.956,-41.313,81.2,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,17,2.7,1.0,-13.022,-41.346000000000004,73.8,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,NOAA-18D,Brasil,BAHIA,MUCUGE,Caatinga,15,0.0,1.0,-12.9434,-41.3297,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,MSG-03,Brasil,BAHIA,MUCUGE,Caatinga,16,0.9,1.0,-12.98,-41.39,,PARNA DA CHAPADA DA DIAMANTINA
2020-07-06,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,41,0.0,1.0,-12.6665,-41.5174,1.6,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,17,1.2,0.9,-12.9378,-41.3157,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,17,2.7,1.0,-13.013,-41.347,29.1,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,16,2.9,1.0,-13.0213,-41.3506,13.4,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,TERRA_M-M,Brasil,BAHIA,ANDARAI,Caatinga,17,1.3,1.0,-12.947000000000001,-41.317,5.2,PARNA DA CHAPADA DA DIAMANTINA
2020-05-31,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,5,0.0,1.0,-12.7044,-41.4829,9.3,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,TERRA_M-M,Brasil,BAHIA,MUCUGE,Caatinga,16,3.1,1.0,-13.02,-41.358999999999995,8.6,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-13.0146,-41.3454,16.8,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,16,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,16,0.0,1.0,-12.9586,-41.3116,36.6,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,TERRA_M-M,Brasil,BAHIA,ANDARAI,Caatinga,17,1.2,1.0,-12.940999999999999,-41.31399999999999,16.6,PARNA DA CHAPADA DA DIAMANTINA
2020-05-03,NOAA-18D,Brasil,BAHIA,MUCUGE,Caatinga,10,0.0,0.9,-13.0294,-41.3996,,PARNA DA CHAPADA DA DIAMANTINA
2020-05-03,NOAA-18D,Brasil,BAHIA,MUCUGE,Caatinga,10,0.0,0.9,-13.0389,-41.3967,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.9446,-41.3629,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,16,0.0,1.0,-12.9537,-41.3125,14.6,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,METOP-C,Brasil,BAHIA,MUCUGE,Caatinga,15,0.0,1.0,-12.9303,-41.4082,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,16,2.9,1.0,-13.0171,-41.3542,4.5,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,17,2.7,1.0,-13.0154,-41.3476,66.5,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9463,-41.3092,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,13,0.0,1.0,-12.9365,-41.3115,,PARNA DA CHAPADA DA DIAMANTINA
2020-07-05,NOAA-19,Brasil,BAHIA,PALMEIRAS,Caatinga,40,0.0,0.9,-12.6787,-41.5303,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9445,-41.3032,89.4,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-08,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,16,0.0,1.0,-12.97,-41.33,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,GOES-16,Brasil,BAHIA,ANDARAI,Caatinga,15,0.0,1.0,-12.95,-41.31,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-07,METOP-C,Brasil,BAHIA,MUCUGE,Caatinga,15,0.0,1.0,-12.9206,-41.4101,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9483,-41.3053,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NOAA-19,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9377,-41.318999999999996,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,17,1.2,1.0,-12.9414,-41.3133,2.7,PARNA DA CHAPADA DA DIAMANTINA
2020-10-06,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,14,0.0,1.0,-12.9479,-41.3027,32.5,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,TERRA_M-M,Brasil,BAHIA,MUCUGE,Caatinga,17,2.2,1.0,-12.979000000000001,-41.343999999999994,16.5,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,17,1.2,0.9,-12.9384,-41.3127,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NOAA-20,Brasil,BAHIA,ANDARAI,Caatinga,17,1.3,0.9,-12.9372,-41.3186,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-10,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,17,2.2,1.0,-12.9764,-41.3451,,PARNA DA CHAPADA DA DIAMANTINA
2020-10-09,NOAA-20,Brasil,BAHIA,MUCUGE,Caatinga,17,0.0,1.0,-12.972000000000001,-41.3319,,PARNA DA CHAPADA DA DIAMANTINA
